timestamp	numstudies	numtrees	time	sha
1354123548	341	813	2012-11-28T11Z	
1354123841	342	814	2012-11-28T11Z	
1354126709	343	819	2012-11-28T12Z	
1354128844	344	820	2012-11-28T12Z	
1354129115	345	821	2012-11-28T12Z	
1354129540	346	822	2012-11-28T13Z	
1354129808	347	833	2012-11-28T13Z	
1354130136	348	834	2012-11-28T13Z	
1354130222	349	835	2012-11-28T13Z	
1354130272	350	838	2012-11-28T13Z	
1354130413	351	841	2012-11-28T13Z	
1354130542	352	842	2012-11-28T13Z	
1354130747	353	846	2012-11-28T13Z	
1354130786	354	847	2012-11-28T13Z	
1354131248	355	848	2012-11-28T13Z	
1354131668	356	849	2012-11-28T13Z	
1354132126	357	850	2012-11-28T13Z	
1354132412	358	855	2012-11-28T13Z	
1354133095	359	857	2012-11-28T14Z	
1354133391	360	859	2012-11-28T14Z	
1354133758	361	860	2012-11-28T14Z	
1354133984	362	863	2012-11-28T14Z	
1354134236	363	866	2012-11-28T14Z	
1354134583	364	869	2012-11-28T14Z	
1354135024	365	871	2012-11-28T14Z	
1354135093	366	873	2012-11-28T14Z	
1354140822	367	874	2012-11-28T16Z	
1354204027	368	875	2012-11-29T09Z	
1354218351	369	876	2012-11-29T13Z	
1354224470	370	878	2012-11-29T15Z	
1354224861	371	880	2012-11-29T15Z	
1354227750	372	886	2012-11-29T16Z	
1354286230	373	887	2012-11-30T08Z	
1354286655	374	888	2012-11-30T08Z	
1354288363	375	893	2012-11-30T09Z	
1354288945	376	894	2012-11-30T09Z	
1354288990	377	895	2012-11-30T09Z	
1354289348	378	899	2012-11-30T09Z	
1354289452	379	902	2012-11-30T09Z	
1354289683	380	907	2012-11-30T09Z	
1354289868	381	908	2012-11-30T09Z	
1354290000	382	911	2012-11-30T09Z	
1354290076	383	913	2012-11-30T09Z	
1354290293	384	915	2012-11-30T09Z	
1354290381	385	916	2012-11-30T09Z	
1354290525	386	918	2012-11-30T09Z	
1354290591	387	919	2012-11-30T09Z	
1354291052	388	920	2012-11-30T09Z	
1354291441	389	921	2012-11-30T10Z	
1354291491	390	922	2012-11-30T10Z	
1354292099	391	923	2012-11-30T10Z	
1354293320	392	925	2012-11-30T10Z	
1354293505	393	926	2012-11-30T10Z	
1354293809	394	929	2012-11-30T10Z	
1354294069	395	930	2012-11-30T10Z	
1354294222	396	931	2012-11-30T10Z	
1354294534	397	933	2012-11-30T10Z	
1354294685	398	934	2012-11-30T10Z	
1354294831	399	936	2012-11-30T11Z	
1354295124	400	937	2012-11-30T11Z	
1354300268	401	938	2012-11-30T12Z	
1354300523	402	939	2012-11-30T12Z	
1354300968	403	944	2012-11-30T12Z	
1354301229	404	948	2012-11-30T12Z	
1354301603	405	950	2012-11-30T12Z	
1354301913	406	951	2012-11-30T12Z	
1354302091	407	959	2012-11-30T13Z	
1354302418	408	961	2012-11-30T13Z	
1354302580	409	965	2012-11-30T13Z	
1354302908	410	967	2012-11-30T13Z	
1354303074	411	968	2012-11-30T13Z	
1354303304	412	969	2012-11-30T13Z	
1354303475	413	970	2012-11-30T13Z	
1354308230	414	973	2012-11-30T14Z	
1354315505	415	973	2012-11-30T16Z	
1354549836	416	975	2012-12-03T09Z	
1354550188	417	976	2012-12-03T09Z	
1354552898	418	977	2012-12-03T10Z	
1354553124	419	981	2012-12-03T10Z	
1354553363	420	983	2012-12-03T10Z	
1354553562	421	985	2012-12-03T10Z	
1354553798	422	986	2012-12-03T10Z	
1354554054	423	990	2012-12-03T11Z	
1354555429	424	992	2012-12-03T11Z	
1354555619	425	994	2012-12-03T11Z	
1354555855	426	998	2012-12-03T11Z	
1354556097	427	1000	2012-12-03T11Z	
1354556271	428	1004	2012-12-03T11Z	
1354556575	429	1005	2012-12-03T11Z	
1354556784	430	1007	2012-12-03T11Z	
1354557114	431	1008	2012-12-03T11Z	
1354557419	432	1015	2012-12-03T11Z	
1354557809	433	1016	2012-12-03T12Z	
1354558111	434	1019	2012-12-03T12Z	
1354558309	435	1021	2012-12-03T12Z	
1354558507	436	1023	2012-12-03T12Z	
1354560796	437	1026	2012-12-03T12Z	
1354561036	438	1030	2012-12-03T12Z	
1354561234	439	1034	2012-12-03T13Z	
1354561457	440	1038	2012-12-03T13Z	
1354561857	441	1039	2012-12-03T13Z	
1354561927	442	1042	2012-12-03T13Z	
1354562020	443	1044	2012-12-03T13Z	
1354562276	444	1046	2012-12-03T13Z	
1354562637	445	1047	2012-12-03T13Z	
1354562826	446	1049	2012-12-03T13Z	
1354563131	447	1054	2012-12-03T13Z	
1354563564	448	1055	2012-12-03T13Z	
1354564025	449	1058	2012-12-03T13Z	
1354564286	450	1060	2012-12-03T13Z	
1354564592	451	1066	2012-12-03T13Z	
1354564911	452	1068	2012-12-03T14Z	
1354565240	453	1069	2012-12-03T14Z	
1354565504	454	1074	2012-12-03T14Z	
1354565988	455	1077	2012-12-03T14Z	
1354566204	456	1079	2012-12-03T14Z	
1354566507	457	1082	2012-12-03T14Z	
1354567318	458	1083	2012-12-03T14Z	
1354567492	459	1086	2012-12-03T14Z	
1354568061	460	1088	2012-12-03T14Z	
1354568376	461	1090	2012-12-03T14Z	
1354568573	462	1091	2012-12-03T15Z	
1354568975	463	1100	2012-12-03T15Z	
1354569337	464	1102	2012-12-03T15Z	
1354569598	465	1103	2012-12-03T15Z	
1354570050	466	1107	2012-12-03T15Z	
1354570527	467	1108	2012-12-03T15Z	
1354570778	468	1109	2012-12-03T15Z	
1354571155	469	1110	2012-12-03T15Z	
1354571545	470	1111	2012-12-03T15Z	
1354571809	471	1112	2012-12-03T15Z	
1354574370	472	1116	2012-12-03T16Z	
1354574640	473	1117	2012-12-03T16Z	
1354574900	474	1118	2012-12-03T16Z	
1354575193	475	1121	2012-12-03T16Z	
1354722582	476	1123	2012-12-05T09Z	
1354722930	477	1128	2012-12-05T09Z	
1354740863	478	1131	2012-12-05T14Z	
1354741215	479	1132	2012-12-05T15Z	
1354741567	480	1133	2012-12-05T15Z	
1354741892	481	1135	2012-12-05T15Z	
1354742262	482	1136	2012-12-05T15Z	
1354742508	483	1137	2012-12-05T15Z	
1354757818	484	1139	2012-12-05T19Z	
1354758232	485	1140	2012-12-05T19Z	
1354758496	486	1141	2012-12-05T19Z	
1354818422	487	1142	2012-12-06T12Z	
1354818699	488	1146	2012-12-06T12Z	
1354819534	489	1149	2012-12-06T12Z	
1354821569	490	1150	2012-12-06T13Z	
1354822776	491	1151	2012-12-06T13Z	
1354824017	492	1154	2012-12-06T14Z	
1354829388	493	1155	2012-12-06T15Z	
1354894570	494	1158	2012-12-07T09Z	
1354895913	495	1160	2012-12-07T09Z	
1354896768	496	1171	2012-12-07T10Z	
1354897042	497	1173	2012-12-07T10Z	
1354899975	498	1176	2012-12-07T11Z	
1354900213	499	1177	2012-12-07T11Z	
1354900446	500	1178	2012-12-07T11Z	
1354900740	501	1182	2012-12-07T11Z	
1354901292	502	1185	2012-12-07T11Z	
1354901827	503	1189	2012-12-07T11Z	
1354902111	504	1192	2012-12-07T11Z	
1354902275	505	1193	2012-12-07T11Z	
1354902529	506	1196	2012-12-07T11Z	
1354903015	507	1202	2012-12-07T11Z	
1354903165	508	1205	2012-12-07T11Z	
1354903691	509	1208	2012-12-07T12Z	
1354904131	510	1210	2012-12-07T12Z	
1354904274	511	1212	2012-12-07T12Z	
1354904298	512	1215	2012-12-07T12Z	
1354904403	513	1218	2012-12-07T12Z	
1354904508	514	1224	2012-12-07T12Z	
1354904592	515	1226	2012-12-07T12Z	
1354904655	516	1227	2012-12-07T12Z	
1354904718	517	1228	2012-12-07T12Z	
1354905105	518	1230	2012-12-07T12Z	
1354905354	519	1231	2012-12-07T12Z	
1354905653	520	1236	2012-12-07T12Z	
1354906109	521	1242	2012-12-07T12Z	
1354906468	522	1243	2012-12-07T12Z	
1354906729	523	1248	2012-12-07T12Z	
1354908965	524	1250	2012-12-07T13Z	
1354909207	525	1251	2012-12-07T13Z	
1354909395	526	1254	2012-12-07T13Z	
1354909585	527	1257	2012-12-07T13Z	
1354909831	528	1258	2012-12-07T13Z	
1354909939	529	1260	2012-12-07T13Z	
1354910146	530	1262	2012-12-07T13Z	
1354912001	531	1263	2012-12-07T14Z	
1354912070	532	1264	2012-12-07T14Z	
1354990980	533	1266	2012-12-08T12Z	
1354991283	534	1268	2012-12-08T12Z	
1354991545	535	1271	2012-12-08T12Z	
1354991740	536	1276	2012-12-08T12Z	
1354991866	537	1277	2012-12-08T12Z	
1354991975	538	1280	2012-12-08T12Z	
1354992297	539	1281	2012-12-08T12Z	
1354992610	540	1283	2012-12-08T12Z	
1354992753	541	1285	2012-12-08T12Z	
1354992896	542	1293	2012-12-08T12Z	
1354993126	543	1295	2012-12-08T12Z	
1354993448	544	1303	2012-12-08T13Z	
1354993894	545	1305	2012-12-08T13Z	
1354993965	546	1308	2012-12-08T13Z	
1354994059	547	1309	2012-12-08T13Z	
1354994272	548	1311	2012-12-08T13Z	
1355001051	549	1312	2012-12-08T15Z	
1355001344	550	1316	2012-12-08T15Z	
1355001602	551	1317	2012-12-08T15Z	
1355001679	552	1324	2012-12-08T15Z	
1355003110	553	1330	2012-12-08T15Z	
1355003299	554	1332	2012-12-08T15Z	
1355003408	555	1334	2012-12-08T15Z	
1355005194	556	1335	2012-12-08T16Z	
1355006816	557	1336	2012-12-08T16Z	
1355007006	558	1373	2012-12-08T16Z	
1355119606	559	1374	2012-12-10T00Z	
1355151519	560	1375	2012-12-10T08Z	
1355151842	561	1377	2012-12-10T09Z	
1355152358	562	1379	2012-12-10T09Z	
1355153084	563	1382	2012-12-10T09Z	
1355155210	564	1383	2012-12-10T10Z	
1355155545	565	1397	2012-12-10T10Z	
1355155922	566	1398	2012-12-10T10Z	
1355163355	567	1400	2012-12-10T12Z	
1355163938	568	1401	2012-12-10T12Z	
1355164138	569	1403	2012-12-10T12Z	
1355164929	570	1405	2012-12-10T12Z	
1355165177	571	1409	2012-12-10T12Z	
1355165239	572	1410	2012-12-10T12Z	
1355165297	573	1411	2012-12-10T12Z	
1355165581	574	1415	2012-12-10T12Z	
1355165701	575	1417	2012-12-10T12Z	
1355165773	576	1418	2012-12-10T12Z	
1355165849	577	1420	2012-12-10T12Z	
1355166334	578	1421	2012-12-10T13Z	
1355166632	579	1426	2012-12-10T13Z	
1355166892	580	1427	2012-12-10T13Z	
1355167380	581	1429	2012-12-10T13Z	
1355167633	582	1433	2012-12-10T13Z	
1355168142	583	1435	2012-12-10T13Z	
1355168464	584	1439	2012-12-10T13Z	
1355168735	585	1442	2012-12-10T13Z	
1355168976	586	1447	2012-12-10T13Z	
1355169250	587	1451	2012-12-10T13Z	
1355169604	588	1452	2012-12-10T14Z	
1355170015	589	1454	2012-12-10T14Z	
1355170230	590	1459	2012-12-10T14Z	
1355171663	591	1462	2012-12-10T14Z	
1355171832	592	1464	2012-12-10T14Z	
1355172097	593	1467	2012-12-10T14Z	
1355172348	594	1469	2012-12-10T14Z	
1355172851	595	1470	2012-12-10T14Z	
1355173104	596	1472	2012-12-10T14Z	
1355173353	597	1474	2012-12-10T15Z	
1355173648	598	1478	2012-12-10T15Z	
1355173916	599	1480	2012-12-10T15Z	
1355174612	600	1481	2012-12-10T15Z	
1355174772	601	1485	2012-12-10T15Z	
1355174924	602	1488	2012-12-10T15Z	
1355206983	603	1488	2012-12-11T00Z	
1355243622	604	1489	2012-12-11T10Z	
1355243950	605	1491	2012-12-11T10Z	
1355244311	606	1493	2012-12-11T10Z	
1355244638	607	1495	2012-12-11T10Z	
1355244980	608	1497	2012-12-11T10Z	
1355245478	609	1499	2012-12-11T11Z	
1355246050	610	1501	2012-12-11T11Z	
1355246660	611	1505	2012-12-11T11Z	
1355247346	612	1506	2012-12-11T11Z	
1355248330	613	1507	2012-12-11T11Z	
1355248895	614	1508	2012-12-11T12Z	
1355250076	615	1510	2012-12-11T12Z	
1355257335	616	1514	2012-12-11T14Z	
1355257872	617	1515	2012-12-11T14Z	
1355258232	618	1517	2012-12-11T14Z	
1355259058	619	1520	2012-12-11T14Z	
1355341920	620	1521	2012-12-12T13Z	
1355418237	621	1523	2012-12-13T11Z	
1355419278	622	1524	2012-12-13T11Z	
1355420667	623	1525	2012-12-13T11Z	
1355424300	624	1527	2012-12-13T12Z	
1355424726	625	1530	2012-12-13T12Z	
1355425431	626	1531	2012-12-13T13Z	
1355432282	627	1533	2012-12-13T14Z	
1355432589	628	1534	2012-12-13T15Z	
1355433568	629	1536	2012-12-13T15Z	
1355509827	630	1540	2012-12-14T12Z	
1355512704	631	1541	2012-12-14T13Z	
1355518112	632	1542	2012-12-14T14Z	
